global_multidim_rank,name,url,composite_value_index,popularity_score,maintenance_score,unity_integrity_score,code_scale_score,security_surface_score,project_relevance_score,noise_penalty_score,multidim_tier,priority_tier,final_score,stars,forks,age_since_push_days,pushed_at,open_issues,structure_status,is_standard_unity_project,is_active_2y,is_recent_1y,cs_file_count,scene_count,has_packages_manifest,size_kb,security_surface_total,surface_network,surface_file,surface_archive,surface_deser,surface_dynamic,surface_native,negative_noise_signal,positive_project_signal,negative_filter_hit,positive_project_hit,description,topics,language,license,selection_note,selection_reason
324,UnityTechnologies/ATerribleKingdom,https://github.com/UnityTechnologies/ATerribleKingdom,65.59,100,12,100,98.68,24,92,12,C_standard_popular_or_older,A_priority,85.81,853,167,2123,2020-10-04T07:30:56Z,5,standard_unity_project,TRUE,FALSE,FALSE,69,3,TRUE,176286,10,1,5,0,0,3,1,FALSE,TRUE,FALSE,TRUE,Scripting the Timeline for games in creative ways. Includes a small RTS game build on the 'A Mighty Kingdom' assets,"3d, cinemachine, game, low-poly, navmesh, post-processing, real-time-strategy, timeline, unity",C#,,"composite=65.59; dimensions=pop:100,maint:12,unity:100,scale:98.68,surface:24.0,relevance:92,penalty:12; tier=C_standard_popular_or_older","853 stars; pushed 2123d ago; standard_unity_project; game/app keywords; security-surface:network,file,dynamic,native"
325,ahstevens/VR-Point-Cloud-Editor,https://github.com/ahstevens/VR-Point-Cloud-Editor,65.54,51.09,30,100,100,100,48,35,E_low_priority_or_noisy,reject_noise,44.46,9,3,795,2024-05-24T18:46:33Z,10,standard_unity_project,TRUE,FALSE,FALSE,255,3,TRUE,380014,81,42,13,0,2,19,5,TRUE,TRUE,TRUE,TRUE,CCOM VisLab's VR Point Cloud Editor Unity Project,,C#,NOASSERTION,"composite=65.54; dimensions=pop:51.09,maint:30,unity:100,scale:100,surface:100,relevance:48,penalty:35; tier=E_low_priority_or_noisy","9 stars; pushed 795d ago; standard_unity_project; game/app keywords; negative keyword penalty; security-surface:network,file,deser,dynamic,native"
326,victorfisac/Dissolver,https://github.com/victorfisac/Dissolver,65.41,74.96,12,90,100,53.8,92,12,E_low_priority_or_noisy,B_priority,65.78,42,11,1466,2022-07-23T18:01:33Z,0,standard_unity_project,TRUE,FALSE,FALSE,177,7,FALSE,173213,22,2,1,0,0,19,0,FALSE,TRUE,FALSE,TRUE,Dissolver is a third person hack and slash video game developed with Unity 3D. The gameplay mixes adventure and a hard combat system.,"c-sharp, combat, game, platformer, shading, unity-3d, unity3d, video-game",C#,MIT,"composite=65.41; dimensions=pop:74.96,maint:12,unity:90,scale:100,surface:53.8,relevance:92,penalty:12; tier=E_low_priority_or_noisy","42 stars; pushed 1466d ago; standard_unity_project; game/app keywords; security-surface:network,file,dynamic"
327,Qwerty-coding/Last-Light,https://github.com/Qwerty-coding/Last-Light,65.4,28.75,82,100,100,16.4,86,0,A_active_standard_high_confidence,B_priority,73.61,3,1,138,2026-03-12T14:52:30Z,2,standard_unity_project,TRUE,TRUE,TRUE,104,22,TRUE,1630130,7,0,2,0,0,5,0,FALSE,TRUE,FALSE,TRUE,A first-person survival horror game built in Unity,,C#,,"composite=65.4; dimensions=pop:28.75,maint:82,unity:100,scale:100,surface:16.4,relevance:86,penalty:0; tier=A_active_standard_high_confidence","3 stars; pushed 138d ago; standard_unity_project; game/app keywords; security-surface:file,dynamic"
328,DreVinciCode/Unity_KinovaGen3LiteAR,https://github.com/DreVinciCode/Unity_KinovaGen3LiteAR,65.26,46.64,48,100,100,30.2,86,0,A_active_standard_high_confidence,B_priority,65.06,9,3,561,2025-01-13T18:03:02Z,1,standard_unity_project,TRUE,TRUE,FALSE,1001,84,TRUE,233420,13,1,8,0,0,4,0,FALSE,TRUE,FALSE,TRUE,,,C#,,"composite=65.26; dimensions=pop:46.64,maint:48,unity:100,scale:100,surface:30.2,relevance:86,penalty:0; tier=A_active_standard_high_confidence","9 stars; pushed 561d ago; standard_unity_project; game/app keywords; security-surface:network,file,dynamic"
329,DavidCLarkin/2D-RPG-GAME,https://github.com/DavidCLarkin/2D-RPG-GAME,65.22,52.67,12,100,100,67.8,86,12,E_low_priority_or_noisy,B_priority,63.74,16,3,1712,2021-11-19T06:17:42Z,0,standard_unity_project,TRUE,FALSE,FALSE,298,5,TRUE,124663,26,9,10,1,1,5,0,FALSE,TRUE,FALSE,TRUE,RPG Top-Down 2D game made in Unity,,C#,,"composite=65.22; dimensions=pop:52.67,maint:12,unity:100,scale:100,surface:67.8,relevance:86,penalty:12; tier=E_low_priority_or_noisy","16 stars; pushed 1712d ago; standard_unity_project; game/app keywords; security-surface:network,file,archive,deser,dynamic"
330,Consumedgrub2/UnityGridPrefabProcGenSystem,https://github.com/Consumedgrub2/UnityGridPrefabProcGenSystem,65.21,75.96,68,100,68.14,2.4,92,0,A_active_standard_high_confidence,A_priority,79.22,56,7,337,2025-08-25T10:47:29Z,0,standard_unity_project,TRUE,TRUE,TRUE,10,1,TRUE,93475,1,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,The long awaited open sourcing of the grid prefab procedural generation system for the unity game engine.,,C#,MIT,"composite=65.21; dimensions=pop:75.96,maint:68,unity:100,scale:68.14,surface:2.4,relevance:92,penalty:0; tier=A_active_standard_high_confidence",56 stars; pushed 337d ago; standard_unity_project; game/app keywords; security-surface:dynamic
331,strobosaur/TechHunter,https://github.com/strobosaur/TechHunter,65.18,36.69,12,100,100,82,86,12,E_low_priority_or_noisy,B_priority,62.39,11,0,1444,2022-08-14T09:49:33Z,0,standard_unity_project,TRUE,FALSE,FALSE,251,10,TRUE,19492,32,2,6,2,3,19,0,FALSE,TRUE,FALSE,TRUE,"Unity2D Top Down Shooter, featuring procedural map generation, attribute & upgrade systems, Pathfinding AI, etc","csharp, indie-game, pixel-art, pixel-perfect, top-down-shooter, unity, unity2d",C#,,"composite=65.18; dimensions=pop:36.69,maint:12,unity:100,scale:100,surface:82.0,relevance:86,penalty:12; tier=E_low_priority_or_noisy","11 stars; pushed 1444d ago; standard_unity_project; game/app keywords; security-surface:network,file,archive,deser,dynamic"
332,HectorPulido/Unity-Battle-Royale-game-Made-With-Unity,https://github.com/HectorPulido/Unity-Battle-Royale-game-Made-With-Unity,65.15,83.95,30,100,100,8.4,92,0,C_standard_popular_or_older,B_priority,72.6,51,20,958,2023-12-13T04:50:46Z,1,standard_unity_project,TRUE,FALSE,FALSE,76,5,TRUE,80945,3,2,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,Multiplayer third person shooter made with unity,"battleroyale, gamedev, multiplayer, person-shooter, unity",C#,MIT,"composite=65.15; dimensions=pop:83.95,maint:30,unity:100,scale:100,surface:8.4,relevance:92,penalty:0; tier=C_standard_popular_or_older","51 stars; pushed 958d ago; standard_unity_project; game/app keywords; security-surface:network,dynamic"
333,Krithi757/Sign_language,https://github.com/Krithi757/Sign_language,65.09,42.84,48,100,100,32.8,86,0,A_active_standard_high_confidence,B_priority,70.05,8,2,400,2025-06-23T11:50:16Z,1,standard_unity_project,TRUE,TRUE,FALSE,99,50,TRUE,113317,12,7,1,0,0,4,0,FALSE,TRUE,FALSE,TRUE,"This is a sign language gamification mobile development system that integrates Unity for game mechanics, Blender for 3D character modeling and animation, and C# for game logic and features a structured CI/CD pipeline using GameCI for seamless deployment",,C#,,"composite=65.09; dimensions=pop:42.84,maint:48,unity:100,scale:100,surface:32.8,relevance:86,penalty:0; tier=A_active_standard_high_confidence","8 stars; pushed 400d ago; standard_unity_project; game/app keywords; security-surface:network,file,dynamic"
334,Aleee-ggr/Burn-Out,https://github.com/Aleee-ggr/Burn-Out,65.02,23.76,82,100,100,37.2,58,0,A_active_standard_high_confidence,B_priority,65.26,4,0,155,2026-02-23T23:21:04Z,0,standard_unity_project,TRUE,TRUE,TRUE,165,47,TRUE,235435,15,2,0,0,0,13,0,FALSE,FALSE,FALSE,FALSE,A Unity-based 2D platformer,,C#,,"composite=65.02; dimensions=pop:23.76,maint:82,unity:100,scale:100,surface:37.2,relevance:58,penalty:0; tier=A_active_standard_high_confidence","4 stars; pushed 155d ago; standard_unity_project; security-surface:network,dynamic"
335,stalomeow/StarRailMotionCapture,https://github.com/stalomeow/StarRailMotionCapture,64.97,87.56,30,100,81.61,16.2,92,0,C_standard_popular_or_older,B_priority,72.57,92,13,747,2024-07-11T09:25:42Z,0,standard_unity_project,TRUE,FALSE,FALSE,28,1,TRUE,50432,6,3,0,0,0,3,0,FALSE,TRUE,FALSE,TRUE,Motion capture for the character models of Honkai: Star Rail base on Unity and MediaPipe. Currently face only. (Do not need an iPhone),"3d, computer-vision, game, honkai-star-rail, honkai-starrail, hoyoverse, mediapipe, mihoyo, motion-capture, star-rail, starrail, unity",C#,MIT,"composite=64.97; dimensions=pop:87.56,maint:30,unity:100,scale:81.61,surface:16.2,relevance:92,penalty:0; tier=C_standard_popular_or_older","92 stars; pushed 747d ago; standard_unity_project; game/app keywords; security-surface:network,dynamic"
336,bscnd/oscourge,https://github.com/bscnd/oscourge,64.8,46.58,48,100,100,28,86,0,A_active_standard_high_confidence,A_priority,75.3,9,4,592,2024-12-13T13:49:03Z,0,standard_unity_project,TRUE,TRUE,FALSE,157,7,TRUE,405127,10,4,0,0,1,4,1,FALSE,TRUE,FALSE,TRUE,2D game based on Unity,,C#,,"composite=64.8; dimensions=pop:46.58,maint:48,unity:100,scale:100,surface:28.0,relevance:86,penalty:0; tier=A_active_standard_high_confidence","9 stars; pushed 592d ago; standard_unity_project; game/app keywords; security-surface:network,deser,dynamic,native"
337,dacrab/dragon-blaze,https://github.com/dacrab/dragon-blaze,64.76,20.47,92,100,96.11,14.2,86,0,A_active_standard_high_confidence,B_priority,69.81,3,0,64,2026-05-25T12:54:57Z,0,standard_unity_project,TRUE,TRUE,TRUE,43,6,TRUE,98228,6,0,1,0,0,5,0,FALSE,TRUE,FALSE,TRUE,"2D action platformer built with Unity featuring fluid movement, combat systems, and modular architecture","2d-game, csharp, game, game-development, platformer, unity, unity2d, unity3d",C#,MIT,"composite=64.76; dimensions=pop:20.47,maint:92,unity:100,scale:96.11,surface:14.2,relevance:86,penalty:0; tier=A_active_standard_high_confidence","3 stars; pushed 64d ago; standard_unity_project; game/app keywords; security-surface:file,dynamic"
338,beep2bleep/SteamVRWorkingWithUnityXTToolkit,https://github.com/beep2bleep/SteamVRWorkingWithUnityXTToolkit,64.74,72.31,12,100,100,100,54,47,E_low_priority_or_noisy,reject_noise,45.18,30,10,2126,2020-10-01T04:55:42Z,2,standard_unity_project,TRUE,FALSE,FALSE,304,9,TRUE,61312,82,34,8,0,2,29,9,TRUE,TRUE,TRUE,TRUE,SteamVRWorkingWithUnityXTToolkit basic empty project for Unity 2020.1,,C#,,"composite=64.74; dimensions=pop:72.31,maint:12,unity:100,scale:100,surface:100,relevance:54,penalty:47; tier=E_low_priority_or_noisy","30 stars; pushed 2126d ago; standard_unity_project; game/app keywords; negative keyword penalty; security-surface:network,file,deser,dynamic,native"
339,yayuniversal/First-Virtual-Dive,https://github.com/yayuniversal/First-Virtual-Dive,64.67,35.41,12,100,100,80.6,86,12,E_low_priority_or_noisy,C_candidate,59.81,10,0,1898,2021-05-17T13:18:13Z,0,standard_unity_project,TRUE,FALSE,FALSE,490,47,TRUE,785639,108,1,6,0,1,2,98,FALSE,TRUE,FALSE,TRUE,"VR scuba diving simulator for Oculus Quest, built with Unity","diving, gesture-recognition, oculus, oculus-quest, unity, unity3d, virtual-reality, vr",C#,,"composite=64.67; dimensions=pop:35.41,maint:12,unity:100,scale:100,surface:80.6,relevance:86,penalty:12; tier=E_low_priority_or_noisy","10 stars; pushed 1898d ago; standard_unity_project; game/app keywords; security-surface:network,file,deser,dynamic,native"
340,JKClaytonDev/SuperStructureGame,https://github.com/JKClaytonDev/SuperStructureGame,64.54,23.76,82,100,100,16.6,86,0,A_active_standard_high_confidence,A_priority,75.08,4,0,177,2026-02-01T05:30:56Z,0,standard_unity_project,TRUE,TRUE,TRUE,182,27,TRUE,340648,7,0,3,0,0,3,1,FALSE,TRUE,FALSE,TRUE,"Explore the depths of the infinite city as you desperately try to find your daughter, in a search for purpose, decades after the end of the world and beginning of the city.  Face the eldritch-generated horrors the world has to offer as you go deeper and deeper, spelunking through alleyways and climbing up subways. There is no way back.","horror, platformer, unity, volumetric",C#,Unlicense,"composite=64.54; dimensions=pop:23.76,maint:82,unity:100,scale:100,surface:16.6,relevance:86,penalty:0; tier=A_active_standard_high_confidence","4 stars; pushed 177d ago; standard_unity_project; game/app keywords; security-surface:file,dynamic,native"
341,virejdasani/CuboidalDrift,https://github.com/virejdasani/CuboidalDrift,64.48,76.92,12,100,100,94.6,54,47,E_low_priority_or_noisy,reject_noise,51.69,32,15,1226,2023-03-20T12:16:51Z,3,standard_unity_project,TRUE,FALSE,FALSE,154,28,TRUE,109537,74,59,7,0,0,8,0,TRUE,TRUE,TRUE,TRUE,"A casual, fun, 3D indie game made with Unity","arcade, casual, cubegame, cuboidal, cuboidal-drift, drift, game, game-development, hacktoberfest, hacktoberfest2020, hacktoberfest2021, indiedev, indiegame, itchio, platformer, playstore, simulation, unity",C#,MIT,"composite=64.48; dimensions=pop:76.92,maint:12,unity:100,scale:100,surface:94.6,relevance:54,penalty:47; tier=E_low_priority_or_noisy","32 stars; pushed 1226d ago; standard_unity_project; game/app keywords; negative keyword penalty; security-surface:network,file,dynamic"
342,PauBonco02/emg-controlled-cooperative-game,https://github.com/PauBonco02/emg-controlled-cooperative-game,64.46,26.46,92,100,100,4.8,86,0,A_active_standard_high_confidence,B_priority,72.88,5,0,75,2026-05-14T07:42:52Z,0,standard_unity_project,TRUE,TRUE,TRUE,45,34,TRUE,3457,2,0,0,0,0,2,0,FALSE,TRUE,FALSE,TRUE,EMG-Controlled Cooperative Game made in Unity 2D with Cometa Wireless EMG Devices.,"2player, emg, emg-sensors, emg-signal, muscle-activity, platformer-game",C#,MIT,"composite=64.46; dimensions=pop:26.46,maint:92,unity:100,scale:100,surface:4.8,relevance:86,penalty:0; tier=A_active_standard_high_confidence",5 stars; pushed 75d ago; standard_unity_project; game/app keywords; security-surface:dynamic
343,battleofmages/battleofmages,https://github.com/battleofmages/battleofmages,64.42,81.88,12,100,100,33.6,92,12,C_standard_popular_or_older,B_priority,67.23,58,15,1615,2022-02-24T03:28:43Z,0,standard_unity_project,TRUE,FALSE,FALSE,105,4,TRUE,32319,14,0,0,0,0,14,0,FALSE,TRUE,FALSE,TRUE,:rocket: Multiplayer game made with Unity.,"game, multiplayer, netcode-for-gameobjects, unity3d",C#,,"composite=64.42; dimensions=pop:81.88,maint:12,unity:100,scale:100,surface:33.6,relevance:92,penalty:12; tier=C_standard_popular_or_older",58 stars; pushed 1615d ago; standard_unity_project; game/app keywords; security-surface:dynamic
344,ForeignGods/Spawn-of-Cthulhu,https://github.com/ForeignGods/Spawn-of-Cthulhu,64.33,43.29,12,100,100,71.8,86,12,E_low_priority_or_noisy,C_candidate,57.64,12,1,1568,2022-04-12T00:09:35Z,0,standard_unity_project,TRUE,FALSE,FALSE,156,7,TRUE,146503,26,9,6,2,3,6,0,FALSE,TRUE,FALSE,TRUE,Unity project includes procedural map generation & pathfinding,"astar-pathfinding, csharp, game-development, unity2d",C#,MIT,"composite=64.33; dimensions=pop:43.29,maint:12,unity:100,scale:100,surface:71.8,relevance:86,penalty:12; tier=E_low_priority_or_noisy","12 stars; pushed 1568d ago; standard_unity_project; game/app keywords; security-surface:network,file,archive,deser,dynamic"
345,eduardmirzoyan/Retitled-Dice-Game,https://github.com/eduardmirzoyan/Retitled-Dice-Game,64.3,20.47,82,100,100,18.4,86,0,A_active_standard_high_confidence,B_priority,73.6,3,0,105,2026-04-14T04:43:03Z,0,standard_unity_project,TRUE,TRUE,TRUE,165,4,TRUE,67876,7,3,1,0,0,3,0,FALSE,TRUE,FALSE,TRUE,A dice-based roguelike game made in Unity,,C#,,"composite=64.3; dimensions=pop:20.47,maint:82,unity:100,scale:100,surface:18.4,relevance:86,penalty:0; tier=A_active_standard_high_confidence","3 stars; pushed 105d ago; standard_unity_project; game/app keywords; security-surface:network,file,dynamic"
346,parwam/Pixel-Adventure,https://github.com/parwam/Pixel-Adventure,64.21,64.71,48,100,100,4.8,92,0,A_active_standard_high_confidence,B_priority,71.9,24,8,643,2024-10-23T16:22:21Z,0,standard_unity_project,TRUE,TRUE,FALSE,49,9,TRUE,4624,2,0,0,0,0,2,0,FALSE,TRUE,FALSE,TRUE,A pixel adventure themed 2D platformer game (made using Unity game engine),"2d-platformer-game, csharp, platformer, unity",C#,MIT,"composite=64.21; dimensions=pop:64.71,maint:48,unity:100,scale:100,surface:4.8,relevance:92,penalty:0; tier=A_active_standard_high_confidence",24 stars; pushed 643d ago; standard_unity_project; game/app keywords; security-surface:dynamic
347,hasit/ARSpaceShooter,https://github.com/hasit/ARSpaceShooter,64.03,90.4,30,90,100,6,92,0,C_standard_popular_or_older,B_priority,74.76,73,30,749,2024-07-09T18:40:31Z,0,standard_unity_project,TRUE,FALSE,FALSE,72,9,FALSE,166171,2,0,0,1,0,0,1,FALSE,TRUE,FALSE,TRUE,Unity Space Shooter game in Augmented Reality using Vuforia,,C#,,"composite=64.03; dimensions=pop:90.4,maint:30,unity:90,scale:100,surface:6.0,relevance:92,penalty:0; tier=C_standard_popular_or_older","73 stars; pushed 749d ago; standard_unity_project; game/app keywords; security-surface:archive,native"
348,AFurkanOcel/Angel_Survivor,https://github.com/AFurkanOcel/Angel_Survivor,63.98,26.46,92,100,100,2.4,86,0,A_active_standard_high_confidence,B_priority,72.83,5,0,63,2026-05-26T21:28:51Z,0,standard_unity_project,TRUE,TRUE,TRUE,65,49,TRUE,1652603,1,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"A 3D Android survival game built with Unity and C#, featuring custom characters, meteor-dodging gameplay, local two-player mode, and 8-language support.",,C#,MIT,"composite=63.98; dimensions=pop:26.46,maint:92,unity:100,scale:100,surface:2.4,relevance:86,penalty:0; tier=A_active_standard_high_confidence",5 stars; pushed 63d ago; standard_unity_project; game/app keywords; security-surface:dynamic
349,richardbogad/infinitra,https://github.com/richardbogad/infinitra,63.92,39.67,68,100,100,11.8,86,0,A_active_standard_high_confidence,A_priority,75,8,1,293,2025-10-08T06:14:00Z,1,standard_unity_project,TRUE,TRUE,TRUE,109,36,TRUE,1305955,5,0,1,0,0,4,0,FALSE,TRUE,FALSE,TRUE,"INFINITRA - a groundbreaking universe built with Unity. Dive into endless exploration, complex procedural fractals, and dynamic multiplayer adventures. Virtual reality supported.","3d-graphics, exploration, fractals, game-development, high-performance, immersive-experience, multiplayer, open-world, procedural-generation, sandbox, unity3d, virtual-reality, vr",C#,NOASSERTION,"composite=63.92; dimensions=pop:39.67,maint:68,unity:100,scale:100,surface:11.8,relevance:86,penalty:0; tier=A_active_standard_high_confidence","8 stars; pushed 293d ago; standard_unity_project; game/app keywords; security-surface:file,dynamic"
350,ShaikYaseenBasha578/Fruit-Slicer-AR-Android,https://github.com/ShaikYaseenBasha578/Fruit-Slicer-AR-Android,63.88,25.89,92,100,100,2.4,86,0,A_active_standard_high_confidence,B_priority,69.44,3,1,55,2026-06-03T23:31:53Z,0,standard_unity_project,TRUE,TRUE,TRUE,58,39,TRUE,137513,1,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,Augmented reality Fruit Ninja-inspired game built in Unity — slice virtual fruits projected into the real world using AR Foundation. Available on Android and PC.,,C#,MIT,"composite=63.88; dimensions=pop:25.89,maint:92,unity:100,scale:100,surface:2.4,relevance:86,penalty:0; tier=A_active_standard_high_confidence",3 stars; pushed 55d ago; standard_unity_project; game/app keywords; security-surface:dynamic
351,Naandoo/Unity_Match3_HungryBat,https://github.com/Naandoo/Unity_Match3_HungryBat,63.86,39.42,30,100,94.06,49.8,86,0,E_low_priority_or_noisy,B_priority,60.14,9,1,825,2024-04-24T16:51:24Z,0,standard_unity_project,TRUE,FALSE,FALSE,57,2,TRUE,50642,19,7,0,0,0,12,0,FALSE,TRUE,FALSE,TRUE,"Hungry Bat is a Match 3 Game designed for the WEBGL platform. The game features skills, different levels, and smooth gameplay.",,C#,MIT,"composite=63.86; dimensions=pop:39.42,maint:30,unity:100,scale:94.06,surface:49.8,relevance:86,penalty:0; tier=E_low_priority_or_noisy","9 stars; pushed 825d ago; standard_unity_project; game/app keywords; security-surface:network,dynamic"
352,lakshya-02/The_Car_Simulator_-VR-,https://github.com/lakshya-02/The_Car_Simulator_-VR-,63.55,51.33,68,100,95.43,2.4,86,0,A_active_standard_high_confidence,B_priority,74,15,2,233,2025-12-07T18:03:25Z,1,standard_unity_project,TRUE,TRUE,TRUE,31,11,TRUE,80727,1,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"?? **Realistic VR Car Driving Simulator with NITTO Drive 1 Pro and Meta Quest support** featuring smooth camera transitions, realistic physics, and lifelike controls.","meta-quest-2, oculus-quest-2, simulator, steering-wheel, unity, unity3d, vr",C#,,"composite=63.55; dimensions=pop:51.33,maint:68,unity:100,scale:95.43,surface:2.4,relevance:86,penalty:0; tier=A_active_standard_high_confidence",15 stars; pushed 233d ago; standard_unity_project; game/app keywords; security-surface:dynamic
