project_path,project_type,build_method,target_framework,unity_version,note,host_dotnet_version,host_msbuild_version,host_unity_version
E:\1_my_project\dataset\repos\vradarserver_vrs\VirtualRadar.WebServer.HttpListener\VirtualRadar.WebServer.HttpListener.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\VirtualRadar.WebServer\VirtualRadar.WebServer.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\VirtualRadar.WebSite\VirtualRadar.WebSite.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\VirtualRadar.WinForms\VirtualRadar.WinForms.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vradarserver_vrs\VirtualRadar\VirtualRadar.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vrc-get_vrc-get\vrc-get-gui\project-templates\avatars-2019.4.31f1,unity,unity,,2019.4.31f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vrc-get_vrc-get\vrc-get-gui\project-templates\avatars-2022.3.22f1,unity,unity,,2022.3.22f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vrc-get_vrc-get\vrc-get-gui\project-templates\avatars-2022.3.6f1,unity,unity,,2022.3.6f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vrc-get_vrc-get\vrc-get-gui\project-templates\worlds-2019.4.31f1,unity,unity,,2019.4.31f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vrc-get_vrc-get\vrc-get-gui\project-templates\worlds-2022.3.22f1,unity,unity,,2022.3.22f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\vrc-get_vrc-get\vrc-get-gui\project-templates\worlds-2022.3.6f1,unity,unity,,2022.3.6f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\VRCFury_VRCFury\.github\workflows\test_project,unity,unity,,2019.4.31f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\VRcolVento_ChatVRoom,unity,unity,,,,9.0.302,Unknown,Unknown
