project,loc,category,mechanism,api,owner,detail
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Samples/GripPoses/Scripts/PoseEditHelper.cs:23:17:23:44,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PoseEditHelper,callback=_grip; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Samples/GripPoses/Scripts/PoseEditHelper.cs:23:49:23:82,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PoseEditHelper,callback=hand_ignore; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Samples/LocalAvatar/Scripts/GazeTargetSpawner.cs:31:10:31:14,Lifecycle-Driven State Flows,Initialization,Start,GazeTargetSpawner,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Samples/RemoteLoopback/Scripts/RemoteLoopbackManager.cs:64:10:64:14,Lifecycle-Driven State Flows,Initialization,Start,RemoteLoopbackManager,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Samples/RemoteLoopback/Scripts/RemoteLoopbackManager.cs:99:10:99:15,Lifecycle-Driven State Flows,GameLogic,Update,RemoteLoopbackManager,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Samples/SocialStarter/Assets/Scripts/PlayerController.cs:19:26:19:30,Lifecycle-Driven State Flows,Initialization,Awake,PlayerController,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Samples/SocialStarter/Assets/Scripts/PlayerController.cs:26:26:26:30,Lifecycle-Driven State Flows,Initialization,Start,PlayerController,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Samples/SocialStarter/Assets/Scripts/PlayerController.cs:33:26:33:31,Lifecycle-Driven State Flows,GameLogic,Update,PlayerController,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Samples/SocialStarter/Assets/Scripts/SocialPlatformManager.cs:76:25:76:30,Lifecycle-Driven State Flows,GameLogic,Update,SocialPlatformManager,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Samples/SocialStarter/Assets/Scripts/SocialPlatformManager.cs:110:25:110:29,Lifecycle-Driven State Flows,Initialization,Awake,SocialPlatformManager,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Samples/SocialStarter/Assets/Scripts/SocialPlatformManager.cs:158:25:158:29,Lifecycle-Driven State Flows,Initialization,Start,SocialPlatformManager,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Samples/SocialStarter/Assets/Scripts/SocialPlatformManager.cs:299:17:299:33,Lifecycle-Driven State Flows,DecommissionOrApplication,OnApplicationQuit,SocialPlatformManager,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Samples/SocialStarter/Assets/Scripts/SocialPlatformManager.cs:120:30:120:78,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,SocialPlatformManager,callback=OVRCameraRig/TrackingSpace; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Samples/SocialStarter/Assets/Scripts/SocialPlatformManager.cs:121:27:121:91,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,SocialPlatformManager,callback=OVRCameraRig/TrackingSpace/CenterEyeAnchor; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Samples/SocialStarter/Assets/Scripts/SocialPlatformManager.cs:188:30:188:78,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,SocialPlatformManager,callback=OVRCameraRig/TrackingSpace; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Samples/SocialStarter/Assets/Scripts/SocialPlatformManager.cs:196:43:196:76,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,SocialPlatformManager,callback=body; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Samples/SocialStarter/Assets/Scripts/SocialPlatformManager.cs:202:43:202:81,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,SocialPlatformManager,callback=hand_left; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/GazeTarget.cs:17:10:17:14,Lifecycle-Driven State Flows,Initialization,Start,GazeTarget,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/GazeTarget.cs:23:10:23:15,Lifecycle-Driven State Flows,GameLogic,Update,GazeTarget,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/GazeTarget.cs:32:10:32:18,Lifecycle-Driven State Flows,DecommissionOrApplication,OnDestroy,GazeTarget,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatar.cs:238:10:238:18,Lifecycle-Driven State Flows,DecommissionOrApplication,OnDestroy,OvrAvatar,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatar.cs:548:10:548:14,Lifecycle-Driven State Flows,Initialization,Start,OvrAvatar,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatar.cs:630:10:630:15,Lifecycle-Driven State Flows,GameLogic,Update,OvrAvatar,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatar.cs:1148:13:1148:111,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatar,callback=body/body_renderPart_0/root_JNT/body_JNT/chest_JNT/neckBase_JNT/neck_JNT/head_JNT; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatar.cs:1202:30:1202:56,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatar,callback=hand_left; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatar.cs:1214:20:1214:47,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatar,callback=hand_right; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarBase.cs:7:10:7:15,Lifecycle-Driven State Flows,GameLogic,Update,OvrAvatarBase,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarBody.cs:26:10:26:15,Lifecycle-Driven State Flows,GameLogic,Update,OvrAvatarBody,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarComponent.cs:73:9:73:54,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarComponent,callback=_BaseColor; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarComponent.cs:74:9:74:63,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarComponent,callback=_BaseMaskType; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarComponent.cs:75:9:75:73,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarComponent,callback=_BaseMaskParameters; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarComponent.cs:76:9:76:61,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarComponent,callback=_BaseMaskAxis; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarComponent.cs:80:13:80:87,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarComponent,callback=_AlphaMask; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarComponent.cs:81:13:81:124,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarComponent,callback=_AlphaMask; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarComponent.cs:82:13:82:125,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarComponent,callback=_AlphaMask; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarComponent.cs:87:13:87:46,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarComponent,callback=NORMAL_MAP_ON; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarComponent.cs:88:13:88:87,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarComponent,callback=_NormalMap; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarComponent.cs:89:13:89:124,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarComponent,callback=_NormalMap; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarComponent.cs:90:13:90:125,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarComponent,callback=_NormalMap; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarComponent.cs:94:13:94:91,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarComponent,callback=_ParallaxMap; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarComponent.cs:95:13:95:130,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarComponent,callback=_ParallaxMap; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarComponent.cs:96:13:96:131,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarComponent,callback=_ParallaxMap; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarComponent.cs:100:13:100:45,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarComponent,callback=ROUGHNESS_ON; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarComponent.cs:101:13:101:93,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarComponent,callback=_RoughnessMap; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarComponent.cs:102:13:102:133,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarComponent,callback=_RoughnessMap; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarComponent.cs:103:13:103:134,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarComponent,callback=_RoughnessMap; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarComponent.cs:124:17:124:48,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarComponent,callback=PARALLAX_ON; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarDriver.cs:73:10:73:14,Lifecycle-Driven State Flows,Initialization,Start,OvrAvatarDriver,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarHand.cs:12:10:12:15,Lifecycle-Driven State Flows,GameLogic,Update,OvrAvatarHand,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarMaterialManager.cs:378:24:378:72,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarMaterialManager,callback=_SrcBlend; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarMaterialManager.cs:379:24:379:72,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarMaterialManager,callback=_DstBlend; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarMaterialManager.cs:380:31:380:86,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarMaterialManager,callback=LightMode; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarMaterialManager.cs:381:32:381:88,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarMaterialManager,callback=RenderType; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarMaterialManager.cs:382:33:382:84,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarMaterialManager,callback=Queue; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarMaterialManager.cs:383:37:383:98,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarMaterialManager,callback=IgnoreProjector; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarMaterialManager.cs:385:33:385:95,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarMaterialManager,callback=_ALPHATEST_ON; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarMaterialManager.cs:403:9:403:67,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarMaterialManager,callback=_SrcBlend; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarMaterialManager.cs:404:9:404:67,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarMaterialManager,callback=_DstBlend; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarMaterialManager.cs:405:9:405:79,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarMaterialManager,callback=LightMode; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarMaterialManager.cs:406:9:406:81,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarMaterialManager,callback=RenderType; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarMaterialManager.cs:407:9:407:77,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarMaterialManager,callback=Queue; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarMaterialManager.cs:408:9:408:91,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarMaterialManager,callback=IgnoreProjector; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarMaterialManager.cs:411:13:411:72,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarMaterialManager,callback=_ALPHATEST_ON; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarMaterialManager.cs:412:13:412:73,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarMaterialManager,callback=_ALPHABLEND_ON; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarMaterialManager.cs:413:13:413:79,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarMaterialManager,callback=_ALPHAPREMULTIPLY_ON; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarMaterialManager.cs:417:13:417:73,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarMaterialManager,callback=_ALPHATEST_ON; target name unresolvable (UnityEngine types unavailable)
5A-Prototype-VR,5A-Prototype-VR/Assets/Oculus/Avatar/Scripts/OvrAvatarMaterialManager.cs:418:13:418:74,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,OvrAvatarMaterialManager,callback=_ALPHABLEND_ON; target name unresolvable (UnityEngine types unavailable)
